#,Date-Time (CDT),Temperature   (°C),RH   (%),Dew Point   (°C),Button Down,Host Connected,End of File
49,07/25/2024 14:30:07,20.88,55.68,11.71,,,
50,07/25/2024 14:31:07,20.84,55.78,11.70,,,
51,07/25/2024 14:32:07,20.78,55.72,11.63,,,
52,07/25/2024 14:33:07,20.73,55.87,11.62,,,
53,07/25/2024 14:34:07,20.70,55.93,11.61,,,
54,07/25/2024 14:35:07,20.61,56.10,11.57,,,
55,07/25/2024 14:36:07,20.60,56.14,11.57,,,
56,07/25/2024 14:37:07,20.51,56.62,11.62,,,
57,07/25/2024 14:38:07,20.51,57.42,11.83,,,
58,07/25/2024 14:39:07,20.47,60.19,12.51,,,
59,07/25/2024 14:40:07,20.47,62.07,12.98,,,
60,07/25/2024 14:41:07,20.42,63.03,13.16,,,
61,07/25/2024 14:42:07,20.45,63.55,13.32,,,
62,07/25/2024 14:43:07,20.44,64.18,13.46,,,
63,07/25/2024 14:44:07,20.47,59.86,12.43,,,
64,07/25/2024 14:45:07,20.55,59.27,12.35,,,
65,07/25/2024 14:46:07,20.60,60.95,12.82,,,
66,07/25/2024 14:47:07,20.70,61.02,12.93,,,
67,07/25/2024 14:48:07,20.76,61.77,13.18,,,
68,07/25/2024 14:49:07,20.81,60.71,12.97,,,
69,07/25/2024 14:50:07,20.89,60.91,13.09,,,
70,07/25/2024 14:51:07,20.94,60.92,13.14,,,
71,07/25/2024 14:52:07,21.03,60.71,13.17,,,
72,07/25/2024 14:53:07,21.09,60.54,13.18,,,
73,07/25/2024 14:54:07,21.21,61.45,13.52,,,
74,07/25/2024 14:55:07,21.29,60.89,13.45,,,
75,07/25/2024 14:56:07,21.35,61.18,13.59,,,
76,07/25/2024 14:57:07,21.42,60.29,13.42,,,
77,07/25/2024 14:58:07,21.49,60.49,13.55,,,
78,07/25/2024 14:59:07,21.54,62.62,14.13,,,
79,07/25/2024 15:00:07,21.60,62.88,14.24,,,
80,07/25/2024 15:01:07,21.66,62.94,14.32,,,
81,07/25/2024 15:02:07,21.69,62.55,14.25,,,
82,07/25/2024 15:03:07,21.77,62.17,14.23,,,
83,07/25/2024 15:04:07,21.82,61.89,14.21,,,
84,07/25/2024 15:05:07,21.87,61.73,14.21,,,
85,07/25/2024 15:06:07,21.93,62.28,14.41,,,
86,07/25/2024 15:07:07,22.02,63.49,14.79,,,
87,07/25/2024 15:08:07,22.03,63.70,14.85,,,
88,07/25/2024 15:09:07,22.09,64.02,14.99,,,
89,07/25/2024 15:10:07,22.11,63.89,14.98,,,
90,07/25/2024 15:11:07,22.14,63.64,14.95,,,
91,07/25/2024 15:12:07,22.20,63.70,15.01,,,
92,07/25/2024 15:13:07,22.24,64.10,15.15,,,
93,07/25/2024 15:14:07,22.35,64.10,15.25,,,
94,07/25/2024 15:15:07,22.39,63.13,15.05,,,
95,07/25/2024 15:16:07,22.40,62.53,14.92,,,
96,07/25/2024 15:17:07,22.47,61.64,14.75,,,
97,07/25/2024 15:18:07,22.50,62.11,14.90,,,
98,07/25/2024 15:19:07,22.55,62.25,14.99,,,
99,07/25/2024 15:20:07,22.56,63.14,15.22,,,
100,07/25/2024 15:21:07,22.62,63.33,15.32,,,
101,07/25/2024 15:22:07,22.64,63.42,15.36,,,
102,07/25/2024 15:23:07,22.67,63.05,15.30,,,
103,07/25/2024 15:24:07,22.71,63.12,15.36,,,
104,07/25/2024 15:25:07,22.76,61.04,14.87,,,
105,07/25/2024 15:26:07,22.76,59.85,14.57,,,
106,07/25/2024 15:27:07,22.79,58.45,14.23,,,
107,07/25/2024 15:28:07,22.79,56.16,13.62,,,
108,07/25/2024 15:29:07,22.80,55.35,13.40,,,
109,07/25/2024 15:30:07,22.79,53.74,12.94,,,
110,07/25/2024 15:31:07,22.76,52.73,12.62,,,
111,07/25/2024 15:32:07,22.70,51.50,12.21,,,
112,07/25/2024 15:33:07,22.67,51.53,12.19,,,
113,07/25/2024 15:34:07,22.61,51.12,12.01,,,
114,07/25/2024 15:35:07,22.54,50.87,11.88,,,
115,07/25/2024 15:36:07,22.47,50.61,11.73,,,
116,07/25/2024 15:37:07,22.41,50.56,11.67,,,
117,07/25/2024 15:38:07,22.32,50.38,11.52,,,
118,07/25/2024 15:39:07,22.23,50.45,11.47,,,
119,07/25/2024 15:40:07,22.16,50.45,11.40,,,
120,07/25/2024 15:41:07,22.09,50.60,11.38,,,
121,07/25/2024 15:42:07,21.97,50.71,11.31,,,
122,07/25/2024 15:43:07,21.88,51.12,11.34,,,
123,07/25/2024 15:44:07,21.82,51.46,11.39,,,
124,07/25/2024 15:45:07,21.72,51.64,11.34,,,
125,07/25/2024 15:46:07,21.64,51.91,11.35,,,
126,07/25/2024 15:47:07,21.57,52.23,11.38,,,
127,07/25/2024 15:48:07,21.46,52.45,11.34,,,
128,07/25/2024 15:49:07,21.38,52.63,11.32,,,
129,07/25/2024 15:50:07,21.33,52.58,11.26,,,
130,07/25/2024 15:51:07,21.27,52.91,11.29,,,
131,07/25/2024 15:52:07,21.15,52.95,11.20,,,
132,07/25/2024 15:53:07,21.09,53.13,11.20,,,
133,07/25/2024 15:54:07,21.05,53.31,11.21,,,
134,07/25/2024 15:55:07,20.98,53.62,11.23,,,
135,07/25/2024 15:56:07,20.90,53.82,11.21,,,
136,07/25/2024 15:57:07,20.83,53.88,11.16,,,
137,07/25/2024 15:58:07,20.78,54.16,11.20,,,
138,07/25/2024 15:59:07,20.73,54.26,11.18,,,
139,07/25/2024 16:00:07,20.66,54.45,11.17,,,
140,07/25/2024 16:01:07,20.58,54.92,11.22,,,
141,07/25/2024 16:02:07,20.53,55.08,11.21,,,
142,07/25/2024 16:03:07,20.48,55.13,11.19,,,
143,07/25/2024 16:04:07,20.43,55.53,11.25,,,
144,07/25/2024 16:05:07,20.36,56.01,11.32,,,
145,07/25/2024 16:06:07,20.32,56.87,11.51,,,
146,07/25/2024 16:07:07,20.28,57.74,11.70,,,
147,07/25/2024 16:08:07,20.29,58.26,11.84,,,
148,07/25/2024 16:09:07,20.27,58.22,11.81,,,
149,07/25/2024 16:10:07,20.29,58.61,11.93,,,
150,07/25/2024 16:11:07,20.32,59.25,12.13,,,
151,07/25/2024 16:12:07,20.32,60.08,12.34,,,
152,07/25/2024 16:13:07,20.34,61.11,12.62,,,
153,07/25/2024 16:14:07,20.41,61.04,12.66,,,
154,07/25/2024 16:15:07,20.41,60.96,12.64,,,
155,07/25/2024 16:16:07,20.47,61.05,12.73,,,
156,07/25/2024 16:17:07,20.55,61.08,12.80,,,
157,07/25/2024 16:18:07,20.58,61.16,12.85,,,
158,07/25/2024 16:19:07,20.65,61.73,13.07,,,
159,07/25/2024 16:20:07,20.71,61.60,13.09,,,
160,07/25/2024 16:21:07,20.74,61.81,13.17,,,
161,07/25/2024 16:22:07,20.79,62.30,13.34,,,
162,07/25/2024 16:23:07,20.87,62.52,13.46,,,
163,07/25/2024 16:24:07,20.92,62.20,13.44,,,
164,07/25/2024 16:25:07,21.02,62.77,13.67,,,
165,07/25/2024 16:26:07,21.06,63.58,13.91,,,
166,07/25/2024 16:27:07,21.15,62.95,13.83,,,
167,07/25/2024 16:28:07,21.16,61.92,13.59,,,
168,07/25/2024 16:29:07,21.25,61.20,13.50,,,
169,07/25/2024 16:30:07,21.32,61.27,13.58,,,
170,07/25/2024 16:31:07,21.36,61.15,13.59,,,
171,07/25/2024 16:32:07,21.43,61.08,13.63,,,
172,07/25/2024 16:33:07,21.48,61.96,13.90,,,
173,07/25/2024 16:34:07,21.54,62.33,14.06,,,
174,07/25/2024 16:35:07,21.60,61.80,13.97,,,
175,07/25/2024 16:36:07,21.65,60.80,13.77,,,
176,07/25/2024 16:37:07,21.70,62.31,14.20,,,
177,07/25/2024 16:38:07,21.76,63.57,14.56,,,
178,07/25/2024 16:39:07,21.83,63.50,14.62,,,
179,07/25/2024 16:40:07,21.85,62.62,14.42,,,
180,07/25/2024 16:41:07,21.93,62.03,14.35,,,
181,07/25/2024 16:42:07,21.98,61.16,14.18,,,
182,07/25/2024 16:43:07,22.03,60.77,14.12,,,
183,07/25/2024 16:44:07,22.08,61.00,14.23,,,
184,07/25/2024 16:45:07,22.14,60.28,14.11,,,
185,07/25/2024 16:46:07,22.18,60.66,14.23,,,
186,07/25/2024 16:47:07,22.23,62.21,14.67,,,
187,07/25/2024 16:48:07,22.28,62.87,14.89,,,
188,07/25/2024 16:49:07,22.34,60.17,14.26,,,
189,07/25/2024 16:50:07,22.37,61.26,14.57,,,
190,07/25/2024 16:51:07,22.41,60.76,14.48,,,
191,07/25/2024 16:52:07,22.41,61.13,14.58,,,
192,07/25/2024 16:53:07,22.46,59.43,14.18,,,
193,07/25/2024 16:54:07,22.52,55.31,13.13,,,
194,07/25/2024 16:55:07,22.51,53.51,12.62,,,
195,07/25/2024 16:56:07,22.54,52.77,12.43,,,
196,07/25/2024 16:57:07,22.56,51.66,12.13,,,
197,07/25/2024 16:58:07,22.54,51.48,12.06,,,
198,07/25/2024 16:59:07,22.53,51.11,11.94,,,
199,07/25/2024 17:00:07,22.51,50.73,11.81,,,
200,07/25/2024 17:01:07,22.48,50.76,11.78,,,
201,07/25/2024 17:02:07,22.41,50.90,11.77,,,
202,07/25/2024 17:03:07,22.36,50.88,11.71,,,
203,07/25/2024 17:04:07,22.33,50.67,11.62,,,
204,07/25/2024 17:05:07,22.25,50.57,11.52,,,
205,07/25/2024 17:06:07,22.20,50.61,11.48,,,
206,07/25/2024 17:07:07,22.16,50.79,11.50,,,
207,07/25/2024 17:08:07,22.10,50.91,11.48,,,
208,07/25/2024 17:09:07,22.04,51.04,11.46,,,
209,07/25/2024 17:10:07,21.97,51.37,11.50,,,
210,07/25/2024 17:11:07,21.87,51.30,11.38,,,
211,07/25/2024 17:12:07,21.81,51.38,11.36,,,
212,07/25/2024 17:13:07,21.76,51.40,11.31,,,
213,07/25/2024 17:14:07,21.66,51.58,11.28,,,
214,07/25/2024 17:15:07,21.59,51.69,11.24,,,
215,07/25/2024 17:16:07,21.52,51.80,11.21,,,
216,07/25/2024 17:17:07,21.47,51.91,11.19,,,
217,07/25/2024 17:18:07,21.38,52.04,11.15,,,
218,07/25/2024 17:19:07,21.31,52.21,11.13,,,
219,07/25/2024 17:20:07,21.27,52.30,11.12,,,
220,07/25/2024 17:21:07,21.18,52.49,11.10,,,
221,07/25/2024 17:22:07,21.08,52.74,11.08,,,
222,07/25/2024 17:23:07,21.01,52.81,11.03,,,
223,07/25/2024 17:24:07,20.99,53.19,11.12,,,
224,07/25/2024 17:25:07,20.91,53.35,11.09,,,
225,07/25/2024 17:26:07,20.88,53.30,11.05,,,
226,07/25/2024 17:27:07,20.81,53.47,11.04,,,
227,07/25/2024 17:28:07,20.75,53.62,11.02,,,
228,07/25/2024 17:29:07,20.66,53.73,10.97,,,
229,07/25/2024 17:30:07,20.63,53.77,10.95,,,
230,07/25/2024 17:31:07,20.58,53.93,10.95,,,
231,07/25/2024 17:32:07,20.55,53.88,10.90,,,
232,07/25/2024 17:33:07,20.50,54.17,10.94,,,
233,07/25/2024 17:34:07,20.41,54.50,10.94,,,
234,07/25/2024 17:35:07,20.40,54.50,10.93,,,
235,07/25/2024 17:36:07,20.34,54.92,11.00,,,
236,07/25/2024 17:37:07,20.30,55.32,11.07,,,
237,07/25/2024 17:38:07,20.32,55.42,11.12,,,
238,07/25/2024 17:39:07,20.29,55.67,11.15,,,
239,07/25/2024 17:40:07,20.29,56.15,11.28,,,
240,07/25/2024 17:41:07,20.31,56.73,11.46,,,
241,07/25/2024 17:42:07,20.33,56.72,11.48,,,
242,07/25/2024 17:43:07,20.35,56.95,11.56,,,
243,07/25/2024 17:44:07,20.42,57.12,11.66,,,
244,07/25/2024 17:45:07,20.45,57.77,11.87,,,
245,07/25/2024 17:46:07,20.51,57.49,11.85,,,
246,07/25/2024 17:47:07,20.57,57.59,11.93,,,
247,07/25/2024 17:48:07,20.61,57.18,11.86,,,
248,07/25/2024 17:49:07,20.68,57.47,12.00,,,
249,07/25/2024 17:50:07,20.76,57.58,12.11,,,
250,07/25/2024 17:51:07,20.81,57.29,12.08,,,
251,07/25/2024 17:52:07,20.91,57.59,12.25,,,
252,07/25/2024 17:53:07,20.98,57.29,12.23,,,
253,07/25/2024 17:54:07,21.01,57.20,12.24,,,
254,07/25/2024 17:55:07,21.07,57.24,12.31,,,
255,07/25/2024 17:56:07,21.14,57.26,12.37,,,
256,07/25/2024 17:57:07,21.22,56.99,12.38,,,
257,07/25/2024 17:58:07,21.27,57.34,12.51,,,
258,07/25/2024 17:59:07,21.35,57.71,12.69,,,
259,07/25/2024 18:00:07,21.42,58.43,12.94,,,
260,07/25/2024 18:01:07,21.49,58.09,12.92,,,
261,07/25/2024 18:02:07,21.55,58.51,13.09,,,
262,07/25/2024 18:03:07,21.62,58.36,13.11,,,
263,07/25/2024 18:04:07,21.67,57.28,12.88,,,
264,07/25/2024 18:05:07,21.74,58.63,13.30,,,
265,07/25/2024 18:06:07,21.82,58.77,13.41,,,
266,07/25/2024 18:07:07,21.89,56.36,12.83,,,
267,07/25/2024 18:08:07,21.97,55.86,12.78,,,
268,07/25/2024 18:09:07,22.04,55.33,12.69,,,
269,07/25/2024 18:10:07,22.11,55.13,12.70,,,
270,07/25/2024 18:11:07,22.20,55.07,12.77,,,
271,07/25/2024 18:12:07,22.24,54.88,12.75,,,
272,07/25/2024 18:13:07,22.27,55.12,12.85,,,
273,07/25/2024 18:14:07,22.35,56.47,13.29,,,
274,07/25/2024 18:15:07,22.41,57.24,13.56,,,
275,07/25/2024 18:16:07,22.46,57.79,13.75,,,
276,07/25/2024 18:17:07,22.55,57.43,13.74,,,
277,07/25/2024 18:18:07,22.54,58.82,14.10,,,
278,07/25/2024 18:19:07,22.64,57.28,13.78,,,
279,07/25/2024 18:20:07,22.68,57.32,13.83,,,
280,07/25/2024 18:21:07,22.71,53.77,12.88,,,
281,07/25/2024 18:22:07,22.71,52.19,12.43,,,
282,07/25/2024 18:23:07,22.79,51.12,12.18,,,
283,07/25/2024 18:24:07,22.80,50.65,12.05,,,
284,07/25/2024 18:25:07,22.83,50.20,11.94,,,
285,07/25/2024 18:26:07,22.85,50.48,12.05,,,
286,07/25/2024 18:27:07,22.82,50.27,11.95,,,
287,07/25/2024 18:28:07,22.80,49.88,11.82,,,
288,07/25/2024 18:29:07,22.72,49.77,11.71,,,
289,07/25/2024 18:30:07,22.69,49.86,11.71,,,
290,07/25/2024 18:31:07,22.63,49.82,11.64,,,
291,07/25/2024 18:32:07,22.58,49.62,11.54,,,
292,07/25/2024 18:33:07,22.46,49.61,11.42,,,
293,07/25/2024 18:34:07,22.37,49.73,11.38,,,
294,07/25/2024 18:35:07,22.25,49.79,11.29,,,
295,07/25/2024 18:36:07,22.22,49.92,11.29,,,
296,07/25/2024 18:37:07,22.08,50.21,11.26,,,
297,07/25/2024 18:38:07,22.01,50.32,11.22,,,
298,07/25/2024 18:39:07,21.92,50.53,11.20,,,
299,07/25/2024 18:40:07,21.82,50.74,11.18,,,
300,07/25/2024 18:41:07,21.72,51.14,11.19,,,
301,07/25/2024 18:42:07,21.66,51.33,11.20,,,
302,07/25/2024 18:43:07,21.59,51.41,11.16,,,
303,07/25/2024 18:44:07,21.47,51.67,11.13,,,
304,07/25/2024 18:45:07,21.40,51.77,11.10,,,
305,07/25/2024 18:46:07,21.35,51.87,11.07,,,
306,07/25/2024 18:47:07,21.28,52.12,11.08,,,
307,07/25/2024 18:48:07,21.20,52.11,11.01,,,
308,07/25/2024 18:49:07,21.15,52.27,11.00,,,
309,07/25/2024 18:50:07,21.06,52.34,10.94,,,
310,07/25/2024 18:51:07,20.98,52.50,10.91,,,
311,07/25/2024 18:52:07,20.87,52.53,10.82,,,
312,07/25/2024 18:53:07,20.83,52.70,10.83,,,
313,07/25/2024 18:54:07,20.76,52.97,10.85,,,
314,07/25/2024 18:55:07,20.68,53.17,10.82,,,
315,07/25/2024 18:56:07,20.63,53.47,10.87,,,
316,07/25/2024 18:57:07,20.55,53.80,10.88,,,
317,07/25/2024 18:58:07,20.51,54.04,10.92,,,
318,07/25/2024 18:59:07,20.47,54.42,10.98,,,
319,07/25/2024 19:00:07,20.48,54.99,11.15,,,
320,07/25/2024 19:01:07,20.45,55.53,11.27,,,
321,07/25/2024 19:02:07,20.46,55.62,11.30,,,
322,07/25/2024 19:03:07,20.50,56.12,11.48,,,
323,07/25/2024 19:04:07,20.54,56.24,11.54,,,
324,07/25/2024 19:05:07,20.59,56.04,11.54,,,
325,07/25/2024 19:06:07,20.63,56.09,11.59,,,
326,07/25/2024 19:07:07,20.70,56.24,11.69,,,
327,07/25/2024 19:08:07,20.77,56.11,11.73,,,
328,07/25/2024 19:09:07,20.81,56.14,11.77,,,
329,07/25/2024 19:10:07,20.88,56.23,11.86,,,
330,07/25/2024 19:11:07,20.98,56.17,11.93,,,
331,07/25/2024 19:12:07,21.05,56.21,12.01,,,
332,07/25/2024 19:13:07,21.15,56.17,12.09,,,
333,07/25/2024 19:14:07,21.21,55.94,12.09,,,
334,07/25/2024 19:15:07,21.25,56.60,12.31,,,
335,07/25/2024 19:16:07,21.32,56.32,12.29,,,
336,07/25/2024 19:17:07,21.40,57.48,12.68,,,
337,07/25/2024 19:18:07,21.50,56.56,12.53,,,
338,07/25/2024 19:19:07,21.58,56.12,12.48,,,
339,07/25/2024 19:20:07,21.64,56.21,12.56,,,
340,07/25/2024 19:21:07,21.70,55.70,12.48,,,
341,07/25/2024 19:22:07,21.76,55.30,12.42,,,
342,07/25/2024 19:23:07,21.85,54.73,12.35,,,
343,07/25/2024 19:24:07,21.89,55.03,12.47,,,
344,07/25/2024 19:25:07,21.98,55.58,12.71,,,
345,07/25/2024 19:26:07,22.03,57.03,13.14,,,
346,07/25/2024 19:27:07,22.11,57.80,13.43,,,
347,07/25/2024 19:28:07,22.14,58.05,13.53,,,
348,07/25/2024 19:29:07,22.20,58.35,13.65,,,
349,07/25/2024 19:30:07,22.25,58.25,13.68,,,
350,07/25/2024 19:31:07,22.28,57.10,13.40,,,
351,07/25/2024 19:32:07,22.37,56.94,13.44,,,
352,07/25/2024 19:33:07,22.41,53.69,12.58,,,
353,07/25/2024 19:34:07,22.40,52.56,12.25,,,
354,07/25/2024 19:35:07,22.48,51.81,12.10,,,
355,07/25/2024 19:36:07,22.47,51.55,12.01,,,
356,07/25/2024 19:37:07,22.50,51.80,12.11,,,
357,07/25/2024 19:38:07,22.47,51.57,12.02,,,
358,07/25/2024 19:39:07,22.44,51.14,11.87,,,
359,07/25/2024 19:40:07,22.39,51.12,11.81,,,
360,07/25/2024 19:41:07,22.33,51.10,11.75,,,
361,07/25/2024 19:42:07,22.26,51.31,11.75,,,
362,07/25/2024 19:43:07,22.17,51.38,11.68,,,
363,07/25/2024 19:44:07,22.07,51.39,11.60,,,
364,07/25/2024 19:45:07,21.99,51.54,11.57,,,
365,07/25/2024 19:46:07,21.94,51.56,11.53,,,
366,07/25/2024 19:47:07,21.83,51.69,11.47,,,
367,07/25/2024 19:48:07,21.74,51.64,11.36,,,
368,07/25/2024 19:49:07,21.68,51.72,11.34,,,
369,07/25/2024 19:50:07,21.59,51.88,11.29,,,
370,07/25/2024 19:51:07,21.49,52.00,11.24,,,
371,07/25/2024 19:52:07,21.42,52.19,11.23,,,
372,07/25/2024 19:53:07,21.32,52.23,11.15,,,
373,07/25/2024 19:54:07,21.22,52.33,11.09,,,
374,07/25/2024 19:55:07,21.17,52.54,11.10,,,
375,07/25/2024 19:56:07,21.08,52.77,11.09,,,
376,07/25/2024 19:57:07,20.99,52.98,11.06,,,
377,07/25/2024 19:58:07,20.92,53.15,11.05,,,
378,07/25/2024 19:59:07,20.85,53.26,11.01,,,
379,07/25/2024 20:00:07,20.77,53.45,10.99,,,
380,07/25/2024 20:01:07,20.68,53.65,10.96,,,
381,07/25/2024 20:02:07,20.59,54.01,10.98,,,
382,07/25/2024 20:03:07,20.53,54.32,11.00,,,
383,07/25/2024 20:04:07,20.46,54.55,11.01,,,
384,07/25/2024 20:05:07,20.40,54.95,11.06,,,
385,07/25/2024 20:06:07,20.41,55.21,11.14,,,
386,07/25/2024 20:07:07,20.39,55.46,11.19,,,
387,07/25/2024 20:08:07,20.43,55.55,11.25,,,
388,07/25/2024 20:09:07,20.47,55.89,11.38,,,
389,07/25/2024 20:10:07,20.50,56.26,11.51,,,
390,07/25/2024 20:11:07,20.51,56.36,11.55,,,
391,07/25/2024 20:12:07,20.60,56.15,11.58,,,
392,07/25/2024 20:13:07,20.64,56.50,11.71,,,
393,07/25/2024 20:14:07,20.68,56.62,11.77,,,
394,07/25/2024 20:15:07,20.79,56.37,11.81,,,
395,07/25/2024 20:16:07,20.83,56.19,11.80,,,
396,07/25/2024 20:17:07,20.89,55.93,11.78,,,
397,07/25/2024 20:18:07,20.95,55.87,11.83,,,
398,07/25/2024 20:19:07,21.02,55.51,11.79,,,
399,07/25/2024 20:20:07,21.09,55.80,11.94,,,
400,07/25/2024 20:21:07,21.19,55.70,12.00,,,
401,07/25/2024 20:22:07,21.21,55.79,12.05,,,
402,07/25/2024 20:23:07,21.29,55.60,12.06,,,
403,07/25/2024 20:24:07,21.36,55.92,12.22,,,
404,07/25/2024 20:25:07,21.42,55.31,12.11,,,
405,07/25/2024 20:26:07,21.52,55.47,12.25,,,
406,07/25/2024 20:27:07,21.52,55.43,12.24,,,
407,07/25/2024 20:28:07,21.62,55.55,12.36,,,
408,07/25/2024 20:29:07,21.66,55.29,12.33,,,
409,07/25/2024 20:30:07,21.73,54.96,12.30,,,
410,07/25/2024 20:31:07,21.78,54.51,12.22,,,
411,07/25/2024 20:32:07,21.87,55.12,12.47,,,
412,07/25/2024 20:33:07,21.90,54.22,12.25,,,
413,07/25/2024 20:34:07,21.98,54.06,12.29,,,
414,07/25/2024 20:35:07,22.05,53.78,12.27,,,
415,07/25/2024 20:36:07,22.09,53.74,12.30,,,
416,07/25/2024 20:37:07,22.14,53.95,12.40,,,
417,07/25/2024 20:38:07,22.21,53.39,12.30,,,
418,07/25/2024 20:39:07,22.27,55.94,13.08,,,
419,07/25/2024 20:40:07,22.32,54.93,12.84,,,
420,07/25/2024 20:41:07,22.39,55.94,13.19,,,
421,07/25/2024 20:42:07,22.42,54.61,12.85,,,
422,07/25/2024 20:43:07,22.46,52.36,12.24,,,
423,07/25/2024 20:44:07,22.47,51.67,12.04,,,
424,07/25/2024 20:45:07,22.49,51.24,11.94,,,
425,07/25/2024 20:46:07,22.52,50.76,11.82,,,
426,07/25/2024 20:47:07,22.52,50.43,11.72,,,
427,07/25/2024 20:48:07,22.54,50.40,11.74,,,
428,07/25/2024 20:49:07,22.52,50.38,11.71,,,
429,07/25/2024 20:50:07,22.44,50.33,11.63,,,
430,07/25/2024 20:51:07,22.38,50.27,11.55,,,
431,07/25/2024 20:52:07,22.36,50.30,11.54,,,
432,07/25/2024 20:53:07,22.26,50.35,11.46,,,
433,07/25/2024 20:54:07,22.18,50.52,11.44,,,
434,07/25/2024 20:55:07,22.04,50.65,11.35,,,
435,07/25/2024 20:56:07,21.95,50.97,11.36,,,
436,07/25/2024 20:57:07,21.84,51.20,11.33,,,
437,07/25/2024 20:58:07,21.75,51.42,11.31,,,
438,07/25/2024 20:59:07,21.64,51.57,11.25,,,
439,07/25/2024 21:00:07,21.54,51.67,11.19,,,
440,07/25/2024 21:01:07,21.40,51.79,11.10,,,
441,07/25/2024 21:02:07,21.35,51.90,11.08,,,
442,07/25/2024 21:03:07,21.23,52.05,11.02,,,
443,07/25/2024 21:04:07,21.15,52.11,10.96,,,
444,07/25/2024 21:05:07,21.06,52.20,10.90,,,
445,07/25/2024 21:06:07,20.96,52.35,10.86,,,
446,07/25/2024 21:07:07,20.86,52.54,10.81,,,
447,07/25/2024 21:08:07,20.75,52.65,10.74,,,
448,07/25/2024 21:09:07,20.66,52.80,10.71,,,
449,07/25/2024 21:10:07,20.55,52.95,10.64,,,
450,07/25/2024 21:11:07,20.51,53.10,10.65,,,
451,07/25/2024 21:12:07,20.41,53.21,10.59,,,
452,07/25/2024 21:13:07,20.31,53.35,10.53,,,
453,07/25/2024 21:14:07,20.26,53.56,10.54,,,
454,07/25/2024 21:15:07,20.21,53.89,10.60,,,
455,07/25/2024 21:16:07,20.17,54.18,10.64,,,
456,07/25/2024 21:17:07,20.17,54.33,10.68,,,
457,07/25/2024 21:18:07,20.13,54.71,10.74,,,
458,07/25/2024 21:19:07,20.18,55.02,10.88,,,
459,07/25/2024 21:20:07,20.18,55.51,11.01,,,
460,07/25/2024 21:21:07,20.24,55.75,11.13,,,
461,07/25/2024 21:22:07,20.26,55.78,11.16,,,
462,07/25/2024 21:23:07,20.32,55.93,11.25,,,
463,07/25/2024 21:24:07,20.40,56.01,11.35,,,
